Tiempo [h];Tiempo [s];Dato;Altura de Vela [cm];Altura Vela [mm];Ancho de Vela [mm];Seccion de la Vela [mm^2];Altura de llama [cm];Altura de llama [mm];Temperatura
1,265;4555;911;11,78967144;117,8967144;16,25640459;102,1420025;3,273;32,733;83,95
1,267;4560;912;11,78495651;117,8495651;16,25942317;102,1609688;4,697;46,968;84,92
1,268;4565;913;11,78024347;117,8024347;16,26244055;102,1799275;3,273;32,733;84,92
1,269;4570;914;11,77553232;117,7553232;16,26545672;102,1988787;4,258;42,583;83,95
1,271;4575;915;11,77082304;117,7082304;16,26847168;102,2178222;3,271;32,711;83,46
1,272;4580;916;11,76611566;117,6611566;16,27148544;102,2367582;4,94;49,4;84,43
1,274;4585;917;11,76141015;117,6141015;16,27449799;102,2556866;3,273;32,733;83,95
1,275;4590;918;11,75670653;117,5670653;16,27750933;102,2746075;4,159;41,594;83,95
1,276;4595;919;11,75200479;117,5200479;16,28051948;102,2935208;3,271;32,711;84,43
1,278;4600;920;11,74730492;117,4730492;16,28352842;102,3124265;4,204;42,043;83,46
1,279;4605;921;11,74260694;117,4260694;16,28653615;102,3313246;3,271;32,711;84,92
1,281;4610;922;11,73791084;117,3791084;16,28954268;102,3502152;4,313;43,134;84,92
1,282;4615;923;11,73321661;117,3321661;16,29254801;102,3690983;3,273;32,733;83,95
1,283;4620;924;11,72852427;117,2852427;16,29555214;102,3879738;4,399;43,992;83,95
1,285;4625;925;11,72383379;117,2383379;16,29855507;102,4068417;3,273;32,733;84,92
1,286;4630;926;11,7191452;117,191452;16,30155679;102,4257021;4,449;44,492;84,43
1,288;4635;927;11,71445848;117,1445848;16,30455732;102,444555;4,778;47,784;84,92
1,289;4640;928;11,70977363;117,0977363;16,30755665;102,4634003;3,273;32,733;84,43
1,29;4645;929;11,70509066;117,0509066;16,31055477;102,4822381;4,955;49,547;83,46
1,292;4650;930;11,70040956;117,0040956;16,3135517;102,5010683;3,273;32,733;83,46
1,293;4655;931;11,69573033;116,9573033;16,31654743;102,5198911;4,821;48,214;83,95
1,294;4660;932;11,69105297;116,9105297;16,31954196;102,5387062;3,273;32,732;82,48
1,296;4665;933;11,68637749;116,8637749;16,32253529;102,5575139;3,813;38,132;83,46
1,297;4670;934;11,68170387;116,8170387;16,32552743;102,5763141;3,115;31,152;83,46
1,299;4675;935;11,67703212;116,7703212;16,32851837;102,5951067;3,864;38,639;83,46
1,3;4680;936;11,67236225;116,7236225;16,33150811;102,6138918;4,1;41,004;83,95
1,301;4685;937;11,66769423;116,6769423;16,33449666;102,6326694;4,384;43,844;82,97
1,303;4690;938;11,66302809;116,6302809;16,33748401;102,6514395;3,264;32,637;83,46
1,304;4695;939;11,65836381;116,5836381;16,34047017;102,6702021;3,184;31,837;82,48
1,306;4700;940;11,6537014;116,537014;16,34345513;102,6889571;4,652;46,524;82,97
1,307;4705;941;11,64904085;116,4904085;16,3464389;102,7077047;4,064;40,639;81,99
1,308;4710;942;11,64438217;116,4438217;16,34942147;102,7264448;4,818;48,184;82,97
1,31;4715;943;11,63972534;116,3972534;16,35240286;102,7451774;4,361;43,606;82,97
1,311;4720;944;11,63507039;116,3507039;16,35538305;102,7639025;4,014;40,14;82,97
1,313;4725;945;11,63041729;116,3041729;16,35836205;102,7826201;4,465;44,653;82,97
1,314;4730;946;11,62576605;116,2576605;16,36133986;102,8013302;3,733;37,334;81,5
1,315;4735;947;11,62111667;116,2111667;16,36431647;102,8200328;4,004;40,04;82,48
1,317;4740;948;11,61646916;116,1646916;16,3672919;102,838728;4,272;42,717;81,99
1,318;4745;949;11,6118235;116,118235;16,37026614;102,8574157;3,196;31,958;81,99
1,319;4750;950;11,6071797;116,071797;16,37323918;102,8760959;4,067;40,666;82,97
1,321;4755;951;11,60253776;116,0253776;16,37621104;102,8947686;3,773;37,726;83,95
1,322;4760;952;11,59789767;115,9789767;16,37918171;102,9134339;3,298;32,982;82,48
1,324;4765;953;11,59325944;115,9325944;16,38215119;102,9320917;4,211;42,11;82,97
1,325;4770;954;11,58862306;115,8862306;16,38511949;102,950742;4,737;47,373;83,46
1,326;4775;955;11,58398854;115,8398854;16,38808659;102,9693849;4,018;40,184;82,97
1,328;4780;956;11,57935587;115,7935587;16,39105252;102,9880203;4,246;42,463;83,46
1,329;4785;957;11,57472505;115,7472505;16,39401725;103,0066483;4,346;43,464;82,48
1,331;4790;958;11,57009609;115,7009609;16,3969808;103,0252688;3,101;31,01;82,97
1,332;4795;959;11,56546898;115,6546898;16,39994316;103,0438819;4,281;42,809;82,48
1,333;4800;960;11,56084371;115,6084371;16,40290434;103,0624875;4,665;46,646;82,48
1,335;4805;961;11,5562203;115,562203;16,40586434;103,0810857;4,822;48,219;82,97
1,336;4810;962;11,55159874;115,5159874;16,40882315;103,0996765;3,295;32,955;82,48
1,338;4815;963;11,54697902;115,4697902;16,41178077;103,1182598;4,149;41,489;82,97
1,339;4820;964;11,54236115;115,4236115;16,41473722;103,1368357;4,29;42,903;82,48
1,34;4825;965;11,53774513;115,3774513;16,41769248;103,1554042;4,984;49,842;82,48
1,342;4830;966;11,53313096;115,3313096;16,42064656;103,1739652;3,425;34,253;82,97
1,343;4835;967;11,52851863;115,2851863;16,42359946;103,1925188;3,597;35,971;83,95
1,344;4840;968;11,52390814;115,2390814;16,42655118;103,211065;4,142;41,422;85,41
1,346;4845;969;11,5192995;115,192995;16,42950172;103,2296038;3,075;30,751;84,92
1,347;4850;970;11,5146927;115,146927;16,43245107;103,2481351;4,419;44,189;85,41
1,349;4855;971;11,51008775;115,1008775;16,43539925;103,2666591;4,941;49,409;84,92
1,35;4860;972;11,50548463;115,0548463;16,43834625;103,2851756;3,957;39,574;84,92
1,351;4865;973;11,50088336;115,0088336;16,44129207;103,3036848;4,998;49,982;84,92
1,353;4870;974;11,49628392;114,9628392;16,44423671;103,3221865;3,55;35,501;84,92
1,354;4875;975;11,49168633;114,9168633;16,44718018;103,3406808;3,344;33,442;83,95
1,356;4880;976;11,48709058;114,8709058;16,45012247;103,3591678;3,779;37,787;83,95
1,357;4885;977;11,48249666;114,8249666;16,45306358;103,3776473;4,729;47,285;83,46
1,358;4890;978;11,47790458;114,7790458;16,45600351;103,3961195;4,621;46,208;84,43
1,36;4895;979;11,47331433;114,7331433;16,45894227;103,4145843;3,538;35,384;85,9
1,361;4900;980;11,46872593;114,6872593;16,46187986;103,4330416;3,183;31,826;85,41
1,363;4905;981;11,46413935;114,6413935;16,46481627;103,4514916;3,902;39,023;85,41
1,364;4910;982;11,45955461;114,5955461;16,4677515;103,4699343;3,562;35,623;85,9
1,365;4915;983;11,45497171;114,5497171;16,47068556;103,4883695;4,763;47,63;84,92
1,367;4920;984;11,45039064;114,5039064;16,47361845;103,5067974;3,449;34,489;85,9
1,368;4925;985;11,4458114;114,458114;16,47655016;103,5252179;4,379;43,794;85,9
1,369;4930;986;11,44123399;114,4123399;16,47948071;103,543631;3,957;39,572;85,9
1,371;4935;987;11,43665841;114,3665841;16,48241008;103,5620368;4,028;40,282;85,41
1,372;4940;988;11,43208466;114,3208466;16,48533827;103,5804352;3,384;33,843;83,46
1,374;4945;989;11,42751274;114,2751274;16,4882653;103,5988263;4,028;40,278;84,43
1,375;4950;990;11,42294265;114,2294265;16,49119116;103,61721;4,415;44,149;83,95
1,376;4955;991;11,41837439;114,1837439;16,49411585;103,6355863;4,694;46,941;83,46
1,378;4960;992;11,41380795;114,1380795;16,49703936;103,6539553;4,759;47,591;84,43
1,379;4965;993;11,40924334;114,0924334;16,49996171;103,672317;3,981;39,806;83,46
1,381;4970;994;11,40468056;114,0468056;16,50288289;103,6906713;4,993;49,926;82,97
1,382;4975;995;11,4001196;114,001196;16,5058029;103,7090183;4,038;40,385;83,46
1,383;4980;996;11,39556046;113,9556046;16,50872174;103,7273579;4,207;42,071;83,95
1,385;4985;997;11,39100315;113,9100315;16,51163942;103,7456902;4,284;42,842;83,46
1,386;4990;998;11,38644766;113,8644766;16,51455593;103,7640152;3,397;33,973;84,92
1,388;4995;999;11,38189399;113,8189399;16,51747127;103,7823328;4,521;45,206;83,95
1,389;5000;1000;11,37734214;113,7734214;16,52038545;103,8006431;3,937;39,365;84,43
1,39;5005;1001;11,37279211;113,7279211;16,52329846;103,8189461;3,974;39,735;84,92
1,392;5010;1002;11,36824391;113,6824391;16,52621031;103,8372418;3,417;34,174;84,43
1,393;5015;1003;11,36369752;113,6369752;16,52912099;103,8555301;3,039;30,394;84,92
1,394;5020;1004;11,35915295;113,5915295;16,53203051;103,8738112;4,392;43,917;85,9
1,396;5025;1005;11,3546102;113,546102;16,53493886;103,8920849;4,463;44,635;85,41
1,397;5030;1006;11,35006926;113,5006926;16,53784605;103,9103513;3,492;34,922;86,88
1,399;5035;1007;11,34553014;113,4553014;16,54075208;103,9286105;3,636;36,363;85,41
1,4;5040;1008;11,34099284;113,4099284;16,54365695;103,9468623;4,859;48,593;85,41
1,401;5045;1009;11,33645735;113,3645735;16,54656065;103,9651068;4,177;41,772;85,9
1,403;5050;1010;11,33192367;113,3192367;16,5494632;103,983344;4,736;47,362;85,9
1,404;5055;1011;11,32739181;113,2739181;16,55236458;104,0015739;3,888;38,883;85,41
1,406;5060;1012;11,32286176;113,2286176;16,5552648;104,0197966;3,735;37,35;86,39
1,407;5065;1013;11,31833352;113,1833352;16,55816386;104,0380119;4,045;40,449;85,9
1,408;5070;1014;11,31380709;113,1380709;16,56106177;104,05622;4,473;44,73;85,41
1,41;5075;1015;11,30928247;113,0928247;16,56395851;104,0744208;3,687;36,867;86,39
1,411;5080;1016;11,30475966;113,0475966;16,5668541;104,0926143;3,427;34,274;86,39
1,413;5085;1017;11,30023866;113,0023866;16,56974853;104,1108005;3,745;37,45;85,9
1,414;5090;1018;11,29571947;112,9571947;16,5726418;104,1289794;4,522;45,22;85,41
1,415;5095;1019;11,29120209;112,9120209;16,57553391;104,1471511;3,321;33,214;85,41
1,417;5100;1020;11,28668651;112,8668651;16,57842487;104,1653155;4,025;40,246;83,95
1,418;5105;1021;11,28217274;112,8217274;16,58131467;104,1834727;4,44;44,399;83,95
1,419;5110;1022;11,27766077;112,7766077;16,58420331;104,2016226;4,555;45,551;84,43
1,421;5115;1023;11,27315061;112,7315061;16,5870908;104,2197652;4,891;48,909;83,95
1,422;5120;1024;11,26864225;112,6864225;16,58997714;104,2379006;3,635;36,354;84,43
1,424;5125;1025;11,2641357;112,641357;16,59286232;104,2560287;3,387;33,875;83,95
1,425;5130;1026;11,25963094;112,5963094;16,59574634;104,2741496;4,973;49,727;83,95
1,426;5135;1027;11,25512799;112,5512799;16,59862922;104,2922632;4,48;44,802;82,97
1,428;5140;1028;11,25062684;112,5062684;16,60151094;104,3103696;4,727;47,269;82,48
1,429;5145;1029;11,24612749;112,4612749;16,6043915;104,3284687;4,514;45,136;82,48
1,431;5150;1030;11,24162994;112,4162994;16,60727092;104,3465606;4,912;49,123;82,97
1,432;5155;1031;11,23713418;112,3713418;16,61014918;104,3646453;3,216;32,158;83,95
1,433;5160;1032;11,23264023;112,3264023;16,6130263;104,3827227;3,064;30,636;85,9
1,435;5165;1033;11,22814807;112,2814807;16,61590226;104,4007929;4,643;46,433;85,9
1,436;5170;1034;11,22365771;112,2365771;16,61877707;104,4188559;4,294;42,939;86,88
1,438;5175;1035;11,21916915;112,1916915;16,62165073;104,4369117;4,816;48,156;87,85
1,439;5180;1036;11,21468238;112,1468238;16,62452325;104,4549602;4,016;40,162;88,83
1,44;5185;1037;11,2101974;112,101974;16,62739461;104,4730015;3,926;39,256;88,83
1,442;5190;1038;11,20571422;112,0571422;16,63026483;104,4910356;4,947;49,465;88,34
1,443;5195;1039;11,20123283;112,0123283;16,6331339;104,5090625;3,842;38,418;88,34
1,444;5200;1040;11,19675323;111,9675323;16,63600182;104,5270822;3,744;37,443;89,32
1,446;5205;1041;11,19227543;111,9227543;16,63886859;104,5450947;4,452;44,517;91,76
1,447;5210;1042;11,18779941;111,8779941;16,64173422;104,5630999;3,292;32,925;92,73
1,449;5215;1043;11,18332519;111,8332519;16,6445987;104,581098;4,573;45,734;92,73
1,45;5220;1044;11,17885275;111,7885275;16,64746204;104,5990889;3,013;30,128;90,29
1,451;5225;1045;11,1743821;111,743821;16,65032423;104,6170726;3,038;30,376;91,27
1,453;5230;1046;11,16991324;111,6991324;16,65318528;104,635049;3,945;39,446;90,78
1,454;5235;1047;11,16544617;111,6544617;16,65604518;104,6530183;4,468;44,681;91,76
1,456;5240;1048;11,16098089;111,6098089;16,65890394;104,6709804;3,86;38,601;92,73
1,457;5245;1049;11,15651739;111,5651739;16,66176155;104,6889354;3,339;33,386;95,18
1,458;5250;1050;11,15205567;111,5205567;16,66461802;104,7068831;4,943;49,434;93,22
1,46;5255;1051;11,14759574;111,4759574;16,66747335;104,7248237;3,934;39,335;93,22
1,461;5260;1052;11,1431376;111,431376;16,67032754;104,7427571;3,215;32,154;92,25
1,463;5265;1053;11,13868123;111,3868123;16,67318059;104,7606833;4,754;47,539;93,71
1,464;5270;1054;11,13422665;111,3422665;16,67603249;104,7786024;4,015;40,151;93,22
1,465;5275;1055;11,12977385;111,2977385;16,67888326;104,7965142;3,301;33,011;92,25
1,467;5280;1056;11,12532283;111,2532283;16,68173289;104,814419;3,37;33,696;90,29
1,468;5285;1057;11,12087359;111,2087359;16,68458137;104,8323165;4,204;42,042;88,34
1,469;5290;1058;11,11642613;111,1642613;16,68742872;104,8502069;3,44;34,401;87,85
1,471;5295;1059;11,11198045;111,1198045;16,69027492;104,8680902;4,491;44,913;87,36
1,472;5300;1060;11,10753655;111,0753655;16,69311999;104,8859663;3,37;33,698;86,88
1,474;5305;1061;11,10309442;111,0309442;16,69596393;104,9038352;4,896;48,957;86,88
1,475;5310;1062;11,09865407;110,9865407;16,69880672;104,921697;4,05;40,499;85,9
1,476;5315;1063;11,0942155;110,942155;16,70164838;104,9395517;3,488;34,877;86,88
1,478;5320;1064;11,0897787;110,897787;16,7044889;104,9573992;4,798;47,984;87,36
1,479;5325;1065;11,08534367;110,8534367;16,70732828;104,9752396;4,261;42,612;87,36
1,481;5330;1066;11,08091042;110,8091042;16,71016653;104,9930728;3,611;36,113;86,39
1,482;5335;1067;11,07647895;110,7647895;16,71300365;105,0108989;3,213;32,131;85,9
1,483;5340;1068;11,07204924;110,7204924;16,71583963;105,0287179;3,142;31,415;85,41
1,485;5345;1069;11,06762131;110,6762131;16,71867447;105,0465298;4,008;40,082;84,92
1,486;5350;1070;11,06319514;110,6319514;16,72150818;105,0643345;4,632;46,317;83,95
1,488;5355;1071;11,05877075;110,5877075;16,72434076;105,0821321;3,377;33,773;84,43
1,489;5360;1072;11,05434813;110,5434813;16,72717221;105,0999226;4,299;42,991;83,95
1,49;5365;1073;11,04992727;110,4992727;16,73000252;105,117706;4,272;42,717;83,95
1,492;5370;1074;11,04550818;110,4550818;16,7328317;105,1354823;4,961;49,614;83,95
1,493;5375;1075;11,04109086;110,4109086;16,73565975;105,1532515;4,892;48,924;83,46
1,494;5380;1076;11,03667531;110,3667531;16,73848667;105,1710135;4,733;47,335;82,97
1,496;5385;1077;11,03226152;110,3226152;16,74131246;105,1887685;4,707;47,074;83,46
1,497;5390;1078;11,0278495;110,278495;16,74413712;105,2065163;3,265;32,648;83,46
1,499;5395;1079;11,02343924;110,2343924;16,74696065;105,2242571;3,16;31,596;83,95
1,5;5400;1080;11,01903075;110,1903075;16,74978305;105,2419907;3,312;33,116;83,46
1,501;5405;1081;11,01462402;110,1462402;16,75260432;105,2597173;4,399;43,99;82,97
1,503;5410;1082;11,01021905;110,1021905;16,75542446;105,2774368;3,221;32,208;81,99
1,504;5415;1083;11,00581584;110,0581584;16,75824347;105,2951492;4,853;48,528;81,99
1,506;5420;1084;11,0014144;110,014144;16,76106136;105,3128545;4,217;42,171;81,5
1,507;5425;1085;10,99701471;109,9701471;16,76387812;105,3305527;3,273;32,733;81,5
1,508;5430;1086;10,99261679;109,9261679;16,76669376;105,3482439;3,277;32,767;83,46
1,51;5435;1087;10,98822062;109,8822062;16,76950826;105,3659279;3,008;30,075;82,48
1,511;5440;1088;10,98382621;109,8382621;16,77232165;105,3836049;3,522;35,222;83,46
1,513;5445;1089;10,97943356;109,7943356;16,7751339;105,4012749;4,349;43,491;82,97
1,514;5450;1090;10,97504266;109,7504266;16,77794504;105,4189377;3,414;34,144;82,48
1,515;5455;1091;10,97065352;109,7065352;16,78075504;105,4365935;3,921;39,21;81,99
1,517;5460;1092;10,96626614;109,6626614;16,78356393;105,4542423;4,63;46,298;82,97
1,518;5465;1093;10,96188051;109,6188051;16,78637169;105,471884;3,242;32,422;81,99
1,519;5470;1094;10,95749663;109,5749663;16,78917833;105,4895186;3,221;32,21;81,99
1,521;5475;1095;10,95311451;109,5311451;16,79198384;105,5071462;3,002;30,018;81,5
1,522;5480;1096;10,94873414;109,4873414;16,79478824;105,5247667;3,991;39,91;81,99
1,524;5485;1097;10,94435552;109,4435552;16,79759151;105,5423802;4,127;41,266;82,97
1,525;5490;1098;10,93997866;109,3997866;16,80039366;105,5599866;3,176;31,765;81,99
1,526;5495;1099;10,93560354;109,3560354;16,80319469;105,577586;4,729;47,287;81,99
1,528;5500;1100;10,93123018;109,3123018;16,8059946;105,5951784;4,909;49,088;81,02
1,529;5505;1101;10,92685856;109,2685856;16,80879339;105,6127637;4,201;42,009;81,02
1,531;5510;1102;10,92248869;109,2248869;16,81159106;105,630342;3,527;35,266;81,02
1,532;5515;1103;10,91812057;109,1812057;16,81438762;105,6479132;4,77;47,702;81,02
1,533;5520;1104;10,91375419;109,1375419;16,81718305;105,6654775;3,923;39,231;81,02
1,535;5525;1105;10,90938956;109,0938956;16,81997737;105,6830347;3,043;30,426;80,04
1,536;5530;1106;10,90502668;109,0502668;16,82277057;105,7005848;3,184;31,841;80,53
1,538;5535;1107;10,90066554;109,0066554;16,82556265;105,718128;4,446;44,462;81,02
1,539;5540;1108;10,89630615;108,9630615;16,82835361;105,7356642;3,623;36,228;81,02
1,54;5545;1109;10,8919485;108,919485;16,83114346;105,7531933;3,287;32,869;80,04
1,542;5550;1110;10,88759259;108,8759259;16,8339322;105,7707154;4,3;43;79,55
1,543;5555;1111;10,88323842;108,8323842;16,83671981;105,7882306;4,639;46,386;79,55
1,544;5560;1112;10,878886;108,78886;16,83950632;105,8057387;4,554;45,536;80,04
1,546;5565;1113;10,87453531;108,7453531;16,84229171;105,8232398;3,684;36,843;79,55
1,547;5570;1114;10,87018637;108,7018637;16,84507598;105,8407339;3,788;37,881;80,04
1,549;5575;1115;10,86583916;108,6583916;16,84785914;105,858221;3,388;33,879;80,04
1,55;5580;1116;10,8614937;108,614937;16,85064119;105,8757011;4,282;42,825;79,55
1,551;5585;1117;10,85714997;108,5714997;16,85342212;105,8931743;4,271;42,708;79,55
1,553;5590;1118;10,85280798;108,5280798;16,85620195;105,9106404;4,512;45,119;79,06
1,554;5595;1119;10,84846772;108,4846772;16,85898066;105,9280996;4,749;47,491;79,55
1,556;5600;1120;10,8441292;108,441292;16,86175826;105,9455518;3,789;37,887;78,57
1,557;5605;1121;10,83979242;108,3979242;16,86453475;105,962997;3,304;33,045;79,55
1,558;5610;1122;10,83545737;108,3545737;16,86731013;105,9804352;3,567;35,667;78,57
1,56;5615;1123;10,83112405;108,3112405;16,8700844;105,9978664;3,244;32,441;79,55
1,561;5620;1124;10,82679247;108,2679247;16,87285756;106,0152907;3,613;36,127;79,06
1,563;5625;1125;10,82246262;108,2246262;16,87562961;106,032708;4,333;43,331;79,06
1,564;5630;1126;10,8181345;108,181345;16,87840055;106,0501184;3,051;30,505;79,55
1,565;5635;1127;10,81380811;108,1380811;16,88117039;106,0675217;4,45;44,503;79,55
1,567;5640;1128;10,80948345;108,0948345;16,88393911;106,0849182;4,276;42,761;78,57
1,568;5645;1129;10,80516052;108,0516052;16,88670673;106,1023076;3,043;30,429;79,06
1,569;5650;1130;10,80083932;108,0083932;16,88947324;106,1196901;4,723;47,234;78,57
1,571;5655;1131;10,79651985;107,9651985;16,89223865;106,1370657;3,477;34,771;78,57
1,572;5660;1132;10,79220211;107,9220211;16,89500295;106,1544343;4,107;41,069;78,57
1,574;5665;1133;10,78788609;107,8788609;16,89776614;106,171796;3,518;35,183;79,06
1,575;5670;1134;10,7835718;107,835718;16,90052823;106,1891507;3,311;33,107;79,06
1,576;5675;1135;10,77925923;107,7925923;16,90328922;106,2064985;3,616;36,158;80,04
1,578;5680;1136;10,77494839;107,7494839;16,9060491;106,2238393;4,091;40,913;81,02
1,579;5685;1137;10,77063927;107,7063927;16,90880788;106,2411732;3,927;39,275;79,55
1,581;5690;1138;10,76633188;107,6633188;16,91156555;106,2585002;4,665;46,652;79,06
1,582;5695;1139;10,76202621;107,6202621;16,91432212;106,2758202;4,797;47,974;79,06
1,583;5700;1140;10,75772226;107,5772226;16,91707759;106,2931333;3,06;30,603;79,55
1,585;5705;1141;10,75342003;107,5342003;16,91983196;106,3104395;3,336;33,355;80,04
1,586;5710;1142;10,74911952;107,4911952;16,92258522;106,3277388;3,385;33,849;80,04
1,588;5715;1143;10,74482073;107,4482073;16,92533738;106,3450312;4,384;43,837;80,04
1,589;5720;1144;10,74052366;107,4052366;16,92808845;106,3623166;4,731;47,308;79,55
1,59;5725;1145;10,73622831;107,3622831;16,93083841;106,3795951;4,129;41,29;80,53
1,592;5730;1146;10,73193468;107,3193468;16,93358727;106,3968668;4,803;48,029;80,04
